30,0.05,1000,0.15,True,0.6437579727615862
68,0.05,1000,0.15,True,0.5283552437551242
99,0.05,1000,0.15,True,0.5645359132894258
80,0.05,1000,0.1,True,0.6066137640715207
61,0.05,1000,0.1,True,0.5396710504149078
57,0.05,1000,0.05,True,0.5282959233035827
52,0.05,1000,0.0,False,0.7176311580450345
71,0.05,1000,0.0,False,0.7842190429648538
15,0.05,1000,0.0,False,0.6844018824564615
23,0.05,1000,0.0,False,0.940586877307085
90,0.05,1000,0.0,False,0.5597226110751653
72,0.05,1000,0.05,True,0.6048659812179307
97,0.05,1000,0.0,False,0.5595461933831976
92,0.05,1000,0.0,False,0.6269886972046496
59,0.05,1000,0.05,True,0.6128063831202905
49,0.05,1000,0.0,False,0.5505216796531496
69,0.05,1000,0.25,True,0.5478919789938256
50,0.05,1000,0.05,True,0.45464159916128555
38,0.05,1000,0.1,True,0.5040201075784944
89,0.05,1000,0.25,True,0.504685962479913
25,0.05,1000,0.0,False,0.8506079194017884
2,0.05,1000,0.0,False,0.9276631460557941
63,0.05,1000,0.15,True,0.6071790447791141
78,0.05,1000,0.0,False,0.5253565097145498
62,0.05,1000,0.45,True,0.5598710090903649
13,0.05,1000,0.0,False,0.5619425674675437
6,0.05,1000,1.0,True,0.6462071915262912
56,0.05,1000,0.05,True,0.4629837158370868
31,0.05,1000,0.0,False,0.6522574887727761
9,0.05,1000,0.25,True,0.5255808779525132
24,0.05,1000,0.1,True,0.5606835170171103
93,0.05,1000,0.05,True,0.7123626684807675
44,0.05,1000,0.15,True,0.48056699176871037
60,0.05,1000,0.15,True,0.5071812211741237
64,0.05,1000,0.1,True,0.5487837774188813
43,0.05,1000,0.15,True,0.4948826061315089
67,0.05,1000,0.2,True,0.528040155728492
73,0.05,1000,0.2,True,0.5897831192713
4,0.05,1000,0.3,True,0.6243974543823375
46,0.05,1000,0.0,False,0.5965846640189908
70,0.05,1000,0.1,False,0.6012001200637882
74,0.05,1000,0.1,True,0.6904199706524028
17,0.05,1000,0.15,True,0.6172405845163829
5,0.05,1000,0.2,True,0.4690696368423613
65,0.05,1000,0.0,False,0.6065205962273604
35,0.05,1000,0.15,True,0.574220902477422
27,0.05,1000,0.0,False,0.6576837210180755
100,0.05,1000,0.25,True,0.45789627510459513
77,0.05,1000,0.3,True,0.5559351850823435
3,0.05,1000,0.25,True,0.48396729678745265
94,0.05,1000,0.1,True,0.5197599266418726
85,0.05,1000,0.35,True,0.4329934892256268
19,0.05,1000,0.0,False,0.6494734024247794
37,0.05,1000,0.3,True,0.6747042509048912
55,0.05,1000,0.45,True,0.37761817316057633
76,0.05,1000,0.0,False,0.6667187206232789
82,0.05,1000,0.0,False,0.937720701781126
1,0.05,1000,0.05,True,0.5181046899902784
20,0.05,1000,0.05,True,0.5412515058674918
51,0.05,1000,0.0,False,0.6565519940979083
41,0.05,1000,0.05,True,0.5899849173702995
26,0.05,1000,0.15,True,0.4456959825285869
66,0.05,1000,0.25,True,0.5548986158666037
53,0.05,1000,0.1,False,0.6854546368482628
98,0.05,1000,0.05,True,0.5826934354972477
87,0.05,1000,0.5,True,0.5188592742483038
14,0.05,1000,0.25,True,0.5273038203706865
10,0.05,1000,0.0,False,0.5750259831690426
91,0.05,1000,0.2,True,0.5451999004140579
34,0.05,1000,0.15,True,0.380129167271185
12,0.05,1000,0.1,True,0.4797382216613672
54,0.05,1000,0.3,True,0.5901433271676542
22,0.05,1000,0.25,True,0.5310499842950478
21,0.05,1000,0.0,False,0.6495859277589359
33,0.05,1000,0.2,True,0.5836652113242078
45,0.05,1000,0.0,False,0.6132429889916242
95,0.05,1000,0.05,True,0.6753511347768821
83,0.05,1000,0.0,False,0.4507361777993855
7,0.05,1000,0.0,False,0.5440006093327153
39,0.05,1000,0.1,True,0.6469500194201894
28,0.05,1000,0.25,True,0.42706117590521064
18,0.05,1000,0.15,True,0.513199755027371
48,0.05,1000,0.0,False,0.5664191796170709
40,0.05,1000,0.0,False,0.6298801736332401
11,0.05,1000,0.1,True,0.6429947576695434
75,0.05,1000,0.3,True,0.39390047474774004
96,0.05,1000,0.0,False,0.7766853077835593
88,0.05,1000,0.0,False,0.5266907150046014
86,0.05,1000,0.0,False,0.6803341459196102
32,0.05,1000,0.05,True,0.6360262677010557
8,0.05,1000,0.0,False,0.7653304813035916
29,0.05,1000,0.0,False,0.5055696717608158
16,0.05,1000,0.1,True,0.5620028010711453
84,0.05,1000,0.25,True,0.38814904574137876
81,0.05,1000,0.1,True,0.46835956727919265
58,0.05,1000,0.05,True,0.5785925445382073
36,0.05,1000,0.3,True,0.4271630145416294
47,0.05,1000,0.1,True,0.5276439809061141
79,0.05,1000,0.15,True,0.43140643295987446
42,0.05,1000,0.05,True,0.606465899699135
